format,date,opponent,venue,runs,balls,fours,sixes,not_out,dismissal,tour,away,season,match_ref,tour_id
Test,2024-11-01,New Zealand,Wankhede,1,7,,,,caught,v New Zealand in India 2024,no,,Test # 2560,v New Zealand in India 2024|New Zealand
Test,2024-11-22,Australia,Perth,5,12,,,,caught,India in Australia 2025 — v Australia,yes,,Test # 2561,India in Australia 2025 — v Australia|Australia
Test,2024-11-22,Australia,Perth,100,143,8,2,yes,not out,India in Australia 2025 — v Australia,yes,,Test # 2561,India in Australia 2025 — v Australia|Australia
Test,2024-12-06,Australia,Adelaide,7,8,1,,,caught,India in Australia 2025 — v Australia,yes,,Test # 2568,India in Australia 2025 — v Australia|Australia
Test,2024-12-06,Australia,Adelaide,11,21,1,,,caught,India in Australia 2025 — v Australia,yes,,Test # 2568,India in Australia 2025 — v Australia|Australia
Test,2024-12-14,Australia,Brisbane,3,16,,,,caught,India in Australia 2025 — v Australia,yes,,Test # 2570,India in Australia 2025 — v Australia|Australia
Test,2024-12-26,Australia,Melbourne,36,86,4,,,caught,India in Australia 2025 — v Australia,yes,,Test # 2571,India in Australia 2025 — v Australia|Australia
Test,2024-12-26,Australia,Melbourne,5,29,,,,caught,India in Australia 2025 — v Australia,yes,,Test # 2571,India in Australia 2025 — v Australia|Australia
Test,2025-01-03,Australia,Sydney,17,69,,,,caught,India in Australia 2025 — v Australia,yes,,Test # 2575,India in Australia 2025 — v Australia|Australia
Test,2025-01-03,Australia,Sydney,6,12,1,,,caught,India in Australia 2025 — v Australia,yes,,Test # 2575,India in Australia 2025 — v Australia|Australia
ODI,2025-02-09,England,Cuttack,5,8,1,,,caught,v England in India 2025,no,,ODI # 4828,v England in India 2025|England
ODI,2025-02-12,England,Ahmedabad,52,55,7,1,,caught,v England in India 2025,no,,ODI # 4833,v England in India 2025|England
ODI,2025-02-20,Bangladesh,Dubai (DICS),22,38,1,,,caught,Tournament in UAE 2025,yes,,ODI # 4844,Tournament in UAE 2025|Bangladesh
ODI,2025-02-23,Pakistan,Dubai (DICS),100,111,7,,yes,not out,Tournament in UAE 2025,yes,,ODI # 4847,Tournament in UAE 2025|Pakistan
ODI,2025-03-02,New Zealand,Dubai (DICS),11,14,2,,,caught,Tournament in UAE 2025,yes,,ODI # 4852,Tournament in UAE 2025|New Zealand
ODI,2025-03-04,Australia,Dubai (DICS),84,98,5,,,caught,Tournament in UAE 2025,yes,,ODI # 4853,Tournament in UAE 2025|Australia
ODI,2025-03-09,New Zealand,Dubai (DICS),1,2,,,,lbw,Tournament in UAE 2025,yes,,ODI # 4858,Tournament in UAE 2025|New Zealand
IPL,2025-03-22,Kolkata Knight Riders,"Eden Gardens, Kolkata",59,36,4,3,,,,,IPL 2025,IPL-1473438,
IPL,2025-03-28,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",31,31,2,1,,caught (R Ravindra),,,IPL 2025,IPL-1473445,
IPL,2025-04-02,Gujarat Titans,"M Chinnaswamy Stadium, Bengaluru",7,6,1,0,,caught (M Prasidh Krishna),,,IPL 2025,IPL-1473451,
IPL,2025-04-07,Mumbai Indians,"Wankhede Stadium, Mumbai",67,43,8,2,,caught (Naman Dhir),,,IPL 2025,IPL-1473458,
IPL,2025-04-10,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",22,14,1,2,,caught (MA Starc),,,IPL 2025,IPL-1473461,
IPL,2025-04-13,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",62,47,4,2,,,,,IPL 2025,IPL-1473465,
IPL,2025-04-18,Punjab Kings,"M Chinnaswamy Stadium, Bengaluru",1,3,0,0,,caught (M Jansen),,,IPL 2025,IPL-1473471,
IPL,2025-04-20,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",73,55,7,1,,,,,IPL 2025,IPL-1473474,
IPL,2025-04-24,Rajasthan Royals,"M Chinnaswamy Stadium, Bengaluru",70,44,8,2,,caught (N Rana),,,IPL 2025,IPL-1473479,
IPL,2025-04-27,Delhi Capitals,"Arun Jaitley Stadium, Delhi",51,47,4,0,,caught (MA Starc),,,IPL 2025,IPL-1473483,
IPL,2025-05-03,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru",62,33,5,5,,caught (KK Ahmed),,,IPL 2025,IPL-1473489,
IPL,2025-05-23,Sunrisers Hyderabad,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",43,26,7,1,,caught (Abhishek Sharma),,,IPL 2025,IPL-1473503,
IPL,2025-05-27,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",54,33,10,0,,caught (A Badoni),,,IPL 2025,IPL-1473507,
IPL,2025-05-29,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",12,12,2,0,,caught (JP Inglis),,,IPL 2025,IPL-1473508,
IPL,2025-06-03,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",43,36,3,0,,caught and bowled,,,IPL 2025,IPL-1473511,
ODI,2025-10-19,Australia,Perth,0,8,,,,caught,India in Australia 2025/26 — v Australia,yes,,ODI # 4911,India in Australia 2025/26 — v Australia|Australia
ODI,2025-10-23,Australia,Adelaide,0,4,,,,lbw,India in Australia 2025/26 — v Australia,yes,,ODI # 4913,India in Australia 2025/26 — v Australia|Australia
ODI,2025-10-25,Australia,Sydney,74,81,7,,yes,not out,India in Australia 2025/26 — v Australia,yes,,ODI # 4915,India in Australia 2025/26 — v Australia|Australia
ODI,2025-11-30,South Africa,Ranchi,135,120,11,7,,caught,v South Africa in India 2025,no,,ODI # 4934,v South Africa in India 2025|South Africa
ODI,2025-12-03,South Africa,Raipur,102,93,7,2,,caught,v South Africa in India 2025,no,,ODI # 4935,v South Africa in India 2025|South Africa
ODI,2025-12-06,South Africa,Visakhapatnam,65,45,6,3,yes,not out,v South Africa in India 2025,no,,ODI # 4936,v South Africa in India 2025|South Africa
ODI,2026-01-11,New Zealand,Vadodara,93,91,8,1,,caught,,no,,ODI # 4937,
ODI,2026-01-14,New Zealand,Rajkot,23,29,2,,,bowled,,no,,ODI # 4938,
ODI,2026-01-18,New Zealand,Indore,124,108,10,3,,caught,,no,,ODI # 4939,
IPL,2026-03-28,Sunrisers Hyderabad,"M Chinnaswamy Stadium, Bengaluru",69,40,5,5,,,,,IPL 2026,IPL-1527674,
IPL,2026-04-05,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru",28,18,2,1,,caught (S Dube),,,IPL 2026,IPL-1527684,
IPL,2026-04-10,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",32,17,7,0,,bowled,,,IPL 2026,IPL-1527689,
IPL,2026-04-12,Mumbai Indians,"Wankhede Stadium, Mumbai",50,41,5,1,,caught (SA Yadav),,,IPL 2026,IPL-1527693,
IPL,2026-04-15,Lucknow Super Giants,"M Chinnaswamy Stadium, Bengaluru",49,35,6,1,,caught (N Pooran),,,IPL 2026,IPL-1529266,
IPL,2026-04-18,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",19,15,3,0,,caught (P Nissanka),,,IPL 2026,IPL-1529269,
IPL,2026-04-24,Gujarat Titans,"M Chinnaswamy Stadium, Bengaluru",81,45,8,4,,bowled,,,IPL 2026,IPL-1529277,
IPL,2026-04-27,Delhi Capitals,"Arun Jaitley Stadium, Delhi",23,15,1,2,,,,,IPL 2026,IPL-1529282,
IPL,2026-04-30,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",28,14,5,1,,caught (Rashid Khan),,,IPL 2026,IPL-1529285,
IPL,2026-05-07,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",0,2,0,0,,bowled,,,IPL 2026,IPL-1529293,
IPL,2026-05-10,Mumbai Indians,"Shaheed Veer Narayan Singh International Stadium, Raipur",0,2,0,0,,caught (RA Bawa),,,IPL 2026,IPL-1529297,
IPL,2026-05-13,Kolkata Knight Riders,"Shaheed Veer Narayan Singh International Stadium, Raipur",105,64,11,3,,,,,IPL 2026,IPL-1529300,
IPL,2026-05-17,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",58,38,4,3,,caught (Priyansh Arya),,,IPL 2026,IPL-1529304,
IPL,2026-05-22,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",15,12,2,0,,caught (R Smaran),,,IPL 2026,IPL-1529310,
IPL,2026-05-26,Gujarat Titans,"Himachal Pradesh Cricket Association Stadium, Dharamsala",43,25,5,1,,bowled,,,IPL 2026,IPL-1535462,
IPL,2026-05-31,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",75,42,9,3,,,,,IPL 2026,IPL-1535465,
ODI,2026-07-14,England,Birmingham,5,6,1,,,lbw,,yes,,ODI # 4987,
ODI,2026-07-16,England,Cardiff,65,66,8,,,caught,,yes,,ODI # 4988,
ODI,2026-07-19,England,Lord's,74,60,4,3,,caught,,yes,,ODI # 4990,
